"Objekt-ID";"Kunde";"Ort";"Objekttyp";"Leistung";"Kategorie";"Saison";"Frequenz";"Dauer je Einsatz (min)";"Einsaetze/Monat";"Minuten/Monat";"Zugewiesenes Team"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Team Oberland (D. Meier)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"49";"1";"49";"Team Oberland (D. Meier)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"25";"4.33";"108";"Team Oberland (D. Meier)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"46";"4.33";"199";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"24";"4.33";"104";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"25";"1.63";"41";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"19";"4.33";"82";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"15";"4.33";"65";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"54";"1";"54";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"27";"4.33";"117";"Team See (T. Frei)"
"WSG-031";"Zuercher Wohnbau Genossenschaft";"Adliswil";"Mehrfamilienhaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"36";"0.33";"12";"Team See (T. Frei)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"134";"4.33";"580";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"131";"4.33";"567";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"134";"1.63";"218";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"37";"4.33";"160";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"106";"1";"106";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"55";"4.33";"238";"Team Nord (M. Kaya)"
"WSG-032";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Wohnueberbauung";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"108";"0.33";"36";"Team Nord (M. Kaya)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"2x woechentlich";"43";"8.7";"374";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"2x woechentlich";"27";"8.7";"235";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"2x woechentlich";"20";"8.7";"174";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"29";"0.83";"24";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"16";"4.33";"69";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"55";"1";"55";"Team Limmattal (A. Costa)"
"WSG-033";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"28";"4.33";"121";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"42";"4.33";"182";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"39";"4.33";"169";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"15";"4.33";"65";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"41";"0.83";"34";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"40";"1";"40";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Sanitaerreinigung";"UR";"Ganzjahr";"woechentlich";"28";"4.33";"121";"Team Limmattal (A. Costa)"
"WSG-034";"Zuercher Wohnbau Genossenschaft";"Affoltern am Albis";"Buerogebaeude";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"20";"4.33";"87";"Team Limmattal (A. Costa)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"14-taeglich";"56";"2.17";"122";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"14-taeglich";"34";"2.17";"74";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"22";"1.63";"36";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"14-taeglich";"23";"2.17";"50";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"29";"0.83";"24";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"19";"4.33";"82";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"62";"1";"62";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"14-taeglich";"32";"2.17";"69";"Team See (T. Frei)"
"WSG-035";"Zuercher Wohnbau Genossenschaft";"Bülach";"Mehrfamilienhaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"43";"0.33";"14";"Team See (T. Frei)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Treppenhausreinigung";"UR";"Ganzjahr";"14-taeglich";"61";"2.17";"132";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"14-taeglich";"25";"2.17";"54";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"14-taeglich";"20";"2.17";"43";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"38";"0.83";"32";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"16";"4.33";"69";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"55";"1";"55";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"14-taeglich";"23";"2.17";"50";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"14-taeglich";"28";"2.17";"61";"Team Limmattal (A. Costa)"
"WSG-036";"Zuercher Wohnbau Genossenschaft";"Bülach";"Wohn- und Geschaeftshaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"36";"0.33";"12";"Team Limmattal (A. Costa)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"135";"4.33";"585";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"122";"4.33";"528";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"87";"1.63";"142";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"36";"4.33";"156";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"35";"0.83";"29";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"103";"1";"103";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Sanitaerreinigung";"UR";"Ganzjahr";"woechentlich";"56";"4.33";"242";"Team Nord (M. Kaya)"
"WSG-037";"Baumann Liegenschaften AG";"Bülach";"Alters- und Pflegeheim";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"54";"4.33";"234";"Team Nord (M. Kaya)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"44";"4.33";"191";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"33";"4.33";"143";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"22";"1.63";"36";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"19";"4.33";"82";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"15";"4.33";"65";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"52";"1";"52";"Springer-Team (R. Iseni)"
"WSG-038";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"26";"4.33";"113";"Springer-Team (R. Iseni)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Treppenhausreinigung";"UR";"Ganzjahr";"2x woechentlich";"24";"8.7";"209";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Unterhaltsreinigung";"UR";"Ganzjahr";"2x woechentlich";"42";"8.7";"365";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"2x woechentlich";"15";"8.7";"130";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Sanitaerreinigung";"UR";"Ganzjahr";"2x woechentlich";"29";"8.7";"252";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"20";"4.33";"87";"Team Limmattal (A. Costa)"
"WSG-039";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"48";"0.33";"16";"Team Limmattal (A. Costa)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"14-taeglich";"52";"2.17";"113";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"14-taeglich";"21";"2.17";"46";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"14-taeglich";"19";"2.17";"41";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"35";"0.83";"29";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"15";"4.33";"65";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"54";"1";"54";"Team Nord (M. Kaya)"
"WSG-040";"Baumann Liegenschaften AG";"Dietikon";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"14-taeglich";"27";"2.17";"59";"Team Nord (M. Kaya)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"107";"4.33";"463";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"15";"4.33";"65";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"29";"0.83";"24";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Sanitaerreinigung";"UR";"Ganzjahr";"woechentlich";"51";"4.33";"221";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"20";"4.33";"87";"Team Limmattal (A. Costa)"
"WSG-041";"Baumann Liegenschaften AG";"Dietikon";"Gewerbeliegenschaft";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"92";"0.33";"30";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Treppenhausreinigung";"UR";"Ganzjahr";"3x woechentlich";"36";"13";"468";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Unterhaltsreinigung";"UR";"Ganzjahr";"3x woechentlich";"63";"13";"819";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"3x woechentlich";"15";"13";"195";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"38";"0.83";"32";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"40";"1";"40";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Sanitaerreinigung";"UR";"Ganzjahr";"3x woechentlich";"36";"13";"468";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"20";"4.33";"87";"Team Limmattal (A. Costa)"
"WSG-042";"Wohnbaugenossenschaft Glattal";"Dietikon";"Buerogebaeude";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"62";"0.33";"20";"Team Limmattal (A. Costa)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"135";"4.33";"585";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"123";"4.33";"533";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"71";"1.63";"116";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"36";"4.33";"156";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"35";"0.83";"29";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"103";"1";"103";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"54";"4.33";"234";"Team Nord (M. Kaya)"
"WSG-043";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"102";"0.33";"34";"Team Nord (M. Kaya)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"166";"4.33";"719";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"120";"4.33";"520";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"59";"1.63";"96";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"43";"4.33";"186";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"120";"1";"120";"Team Limmattal (A. Costa)"
"WSG-044";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Wohnueberbauung";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"60";"4.33";"260";"Team Limmattal (A. Costa)"
"WSG-045";"Wohnbaugenossenschaft Glattal";"Dübendorf";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"65";"4.33";"281";"Team Sued (P. Rrahmani)"
